id	author_id	created_at	retweet_count	like_count	location	author_follower_count	text
1461117921472786434	16856411	Wed Nov 17 23:43:53 +0000 2021	1	0	Edmonton	14162	ICYMI: The Alberta government announced it will provide $21.5 million for additional beds and isolation sites at emergency homeless shelters and emergency women’s shelters until March 2022. 
1461117857237024771	2303465318	Wed Nov 17 23:43:38 +0000 2021	0	0	Port Perry, Ont. Canada	23	@tmcos_tony Brother Tony, please pray. Told today I’m out of a job after 16 year giving 110% for the TTC since I won’t get the vaccine.
1461117677003436035	2472134791	Wed Nov 17 23:42:55 +0000 2021	0	2	Calgary, Alberta	8386	@elizabethjoy_xo @integritycdn @PopAlberta Only a couple of provinces actually require vaccines to attend school, with Ontario being one of them. It will be interesting to see whether Ontario adds covid to the list of necessary vaccinations for school.
1461117500574294028	14803951	Wed Nov 17 23:42:13 +0000 2021	0	1	Calgary, Alberta	200828	COVID-19: Active cases, hospitalization and ICU admissions decline in Alberta  #COVID19AB
1461117461286174724	6352662	Wed Nov 17 23:42:03 +0000 2021	0	1	Calgary, AB	9287	@PaxBiggs I had it a couple of weeks ago, and it took down probably 30% of my school at the same time. I still have an annoying cough from it.   Confirmed not COVID as well.
1461117426523783169	284118825	Wed Nov 17 23:41:55 +0000 2021	0	1	Edmonton,Alberta,Canada 	3250	So with these rolling disasters, how has any of government not established a tangible, robust and quick-to-act response force? Do we not learn anything?  Every other time throughout history when a social change happened on par with what #Covid is. We adapted and changed. Not now
1461117422853709824	4215872414	Wed Nov 17 23:41:54 +0000 2021	1	2	Regina, Saskatchewan	409	Congratulations to PINTER &amp; Associates Ltd on being awarded the ACEC-SK 2021 Community Initiatives Awards for their Fond Du Lac &amp; Hatchet Lake COVID-19 Relief Initiative at the Awards of Distinction on November 16th in Saskatoon, SK   
1461117344869060610	990026584617762816	Wed Nov 17 23:41:35 +0000 2021	0	0	Calgary, Alberta	75	Is mass Covid vax increasing risk? @RachelNotley @jkenney @CMOH_Alberta @DrBonnieHenry #mbpoli #abpoli #bcpoli #onpoli #qcpoli #cdnpoli #yyc #yeg #ywg #yow #yvr #yyz #yqb #yhm #yul #CDNhealth #CMA_Docs @GovCanHealth @fordnation @JasonCoppingAB @jyotigondek @JustinTrudeau 
1461117274400591872	250310081	Wed Nov 17 23:41:19 +0000 2021	0	2	Calgary	21	@newvibesfor2021 @NullifidianMom @kennygray570 Anti-vaxxers or flat-earthers. It’s all the same. Nothing experimental about the vaccine.  Despite what somebody on Facebook says.
1461116615899103237	16856411	Wed Nov 17 23:38:42 +0000 2021	1	1	Edmonton	14162	Alberta records 412 new COVID-19 cases Wednesday, reports 3 more deaths from the disease  #COVID19ab #COVIDab
1461116547565379587	705622220052168704	Wed Nov 17 23:38:25 +0000 2021	0	3	Red Deer County, Alberta	942	"""Thank you in advance for your prompt acknowledgement of this criminal complaint.""   "
1461116359899766785	207389278	Wed Nov 17 23:37:41 +0000 2021	0	1	Regina, SK	137	Good news @SaskHealth, the fines worked! Chicken Chef asked for proof of vaccination today. Bad news, no masks on servers. Isn't that odd...   via @GoogleNews
1461115772982501377	42836999	Wed Nov 17 23:35:21 +0000 2021	32	175	Edmonton	171791	There are 412 new cases of Covid reported in Alberta. That's 5,521 active cases. 516 Albertans are in hospital with 100 in the ICU. 3 more people have died.  We need cases to continue to go down, not plateau. Let's keep on keeping each other safe.  #covid19ab
1461115464315142151	1247052265	Wed Nov 17 23:34:07 +0000 2021	0	8	Calgary, Alberta	2806	Disasters provide writers of economics texts with lots of real life examples of policymaking in action. Currently composing descriptions of the fiscal and monetary, uh, injections taken to deal with the COVID pandemic. 
1461115162073571329	407395156	Wed Nov 17 23:32:55 +0000 2021	4	12	Edmonton Canada	73832	Our 2017 book, The Vaccination Picture ( used art to explore the forces surrounding hesitancy and conspiracy theories.  Blair Brennan's amazing work seemed satirical waaaaay back in 2017. Not so anymore. #Sigh. 
1461114756224491529	15769858	Wed Nov 17 23:31:18 +0000 2021	0	0	Edmonton, Alberta, Canada	182496	Kelly Egan: Positive test, negative results — are the Ottawa Senators victims of bad COVID-19 checks? 
1461114659528925185	19000019	Wed Nov 17 23:30:55 +0000 2021	0	0	Saskatchewan	88606	COVID-19 in Sask.: 149 new cases, 4 deaths 
1461114656760766464	19000019	Wed Nov 17 23:30:55 +0000 2021	5	23	Saskatchewan	88606	Sask. issues $84K in fines to businesses, individuals flouting COVID protocols in past week 
1461114640780480512	1059232696130510848	Wed Nov 17 23:30:51 +0000 2021	0	0	Devon	1468	"""Global leaders of Tomorrow School"" run by Marxist Klaus Schwab of the WEF. Attendees have been Blair, Macron, Merkle, Sarkozy, Gates &amp; many many others currently in positions of power!  "
1461114591182794757	25287690	Wed Nov 17 23:30:39 +0000 2021	1	5	Maritime Provinces, Canada	165813	Health officials in Prince Edward Island are reporting seven new cases of COVID-19 Wednesday.  
1461114253210001408	2303465318	Wed Nov 17 23:29:18 +0000 2021	0	1	Port Perry, Ont. Canada	23	@benshapiro @realDailyWire Too bad we don’t get these decisions in Canada. 16 years giving 110% to my workplace,rarely sick, excellent in my grade. 7 kids, wife and mother in law I’m looking after. Told not to come back to work unless I submit to the vaccine. Religious exemption deemed just my opinion.
1461114099417247747	1325511756001628160	Wed Nov 17 23:28:42 +0000 2021	0	0	Edmonton 	577	@chiara_ann13 Getting it Ready for Forced Vaccination
1461114083005157376	1096190504616644608	Wed Nov 17 23:28:38 +0000 2021	2	2	Downtown Canada	181	Remember when y'all thought you could catch #Covid_19 from 5G? I aint forget, I just came here to remind y'all of the bullshit, spewed.
1461113850942697479	15209752	Wed Nov 17 23:27:42 +0000 2021	0	1	Regina, Saskatchewan, Canada	1684	@jkbckr Given the reach, it would be great to get the message out on vaccination availability. QR and vaccination passport info would be great, too. Just a couple examples which come to mind.
1461113737469956098	14803951	Wed Nov 17 23:27:15 +0000 2021	1	4	Calgary, Alberta	200828	COVID-19 Update: 412 new cases, three deaths | Canada to drop PCR test requirement for short trips  #yyc #COVID19AB
1461113436633501699	1283536401309380608	Wed Nov 17 23:26:04 +0000 2021	0	1	Saskatoon, Saskatchewan	905	@LazarusLong13 It's both 🙂  Wear a disposable mask into a bathroom.  Anything that lands or gets caught on it you wouldn't riding on your face all day...   So mask going in😷  Throw out and replace after using the bathroom.   .30 cent mask, vs Covid $#!+ particles riding on ur mask all day 😁 
1461112811870846976	353365146	Wed Nov 17 23:23:35 +0000 2021	0	3	Calgary, Alberta	3409	@AllenGlover53 @BehindThisLens @youseepeeYYC Sunny Stampede is COVID season too.
1461112758062096388	948016303	Wed Nov 17 23:23:22 +0000 2021	3	19	Calgary, Alberta	2965	If you want to know what kind of commitment to the community you can find from @UCalgary grads, look at the remarkable work of @anilainyyc, CEO of the Centre for Newcomers &amp; a key organizer of vaccine efforts in the NE of #YYC. Kudos. 
1461111683347361798	4294358300	Wed Nov 17 23:19:06 +0000 2021	0	8	Moose Jaw, Saskatchewan	519	@DaleBurnay Wow. I knew he controlled world oil prices, could tell Xi Jinping and Joe Biden to stop being mean to Canada, and was responsible for Covid but I didn’t know he controlled the weather too!  Guess that’s why he won and Erin lost hey?
1461111310251442177	1444074786049699844	Wed Nov 17 23:17:37 +0000 2021	1	2	Communist Canada	89	@wattland1 @margiezzzzz The sad part is the unvexed will be able to watch them suffer when their children get vaccinated and end up in the hospitals!   
1461111164654403590	25011744	Wed Nov 17 23:17:02 +0000 2021	0	0	Calgary Alberta	216	@THEREALRobertM1 @calgaryherald Even at 3am I have more common sense than the anti-vaxxers who are more likely to land in the hospital due to COVID
1461111136414167045	353365146	Wed Nov 17 23:16:55 +0000 2021	0	4	Calgary, Alberta	3409	@LeylaDAsadi @GosiaGasperoPhD @AHS_media In January, Min Shandro &amp; Dr Hinshaw came out firing against reports of wasted doses.   They cited only 0.3%, but I understand that is only “shooter error”: dropped or broken needle, dropped vial..  Not big losses eg. expiry or thermal excursion.  
1461110917781876742	262780603	Wed Nov 17 23:16:03 +0000 2021	1	2	Red Deer, Alberta	9409	Red Deer adds zero cases of COVID in last day, has 152 active  
1461110541162893312	528451491	Wed Nov 17 23:14:33 +0000 2021	0	9	East Coast Canada	4452	Nova Scotia 10 Year CPI - #novascotia  This is before our new climate goals even kick in - Good thing are economy is wide open and booming🙄 -  oops   #canada #Covid_19 #tourism #halifax 
1461110395062521859	755399855418159104	Wed Nov 17 23:13:58 +0000 2021	1	1	Calgary, Alberta	1854	@ALGfreedom Coerced vaccination and the phoney, baloney passports are serious symptoms, but the real underlying problem is our totally unaccountable and completely amoral government. Fix that and the rest drops away.
1461110154464694274	24945169	Wed Nov 17 23:13:01 +0000 2021	0	0	Calgary	1980	Lab Leak For &amp; Against, Yuri Deigin &amp; Stuart Neil  #RebelWisdom #ConversationalLeadership #ForAndAgainst #debate #theorists #zoonosis #Covid #CovidOrigins #polarization
1461109747252404228	23840249	Wed Nov 17 23:11:24 +0000 2021	0	0	Edmonton, AB	29	Wondering - how many people have terminated friendships due to conflicting views relating to Covid? I know I have. I hope that %12 in my province are feeling all alone (but hey, they are smarter than everyone!) feel good about themselves. #noregrets #notyourfriend
1461109467580403715	1373993102655033346	Wed Nov 17 23:10:17 +0000 2021	0	0	Somewhere in Canada.	29	@TacoAmigo777 @7NewsAdelaide @Mark_Soda I'd honestly rather catch COVID than watch Dream, let alone give the SOB credit.
1461109214424682499	953340248058085376	Wed Nov 17 23:09:17 +0000 2021	39	39	Calgary, Alberta	926	If you have had or continue to suffer from COVID-19 symptoms and want to be trained as a patient researcher to support future covid work please let us know. Reach out to me with questions or interests. @ikhenderson @Pts4Chg @LongCovidCanada @LongCovidGroup @LongCOVIDPhysio 
1461109126453465092	705622220052168704	Wed Nov 17 23:08:56 +0000 2021	0	1	Red Deer County, Alberta	942	"""He argued that the current vaccine offers one to three months of preventing transmission of the virus before the “immunity starts to wane,” therefore one booster wouldn’t prevent spread for too long of a time.""  "
1461109087312093185	242819952	Wed Nov 17 23:08:47 +0000 2021	0	0	"Calgary, Alberta
"	100	"@kinsellawarren You know where he is, reviewing public opinion polling data so he can make the perfect smarmy remarks.  He can't think for himself and has built such a bureaucratic government they cannot react in an emergency.  Just like Covid...  hasn't adapted or ""moved forward"" (punny?)"
1461108633371033603	293762731	Wed Nov 17 23:06:58 +0000 2021	0	0	Lethbridge, AB	18385	Alberta records 412 new COVID-19 cases Wednesday, reports 3 more deaths from the disease  #COVID19alberta
1461108564257390598	18228708	Wed Nov 17 23:06:42 +0000 2021	3	6	Calgary, Alberta, Canada	206135	Alberta records 412 new COVID-19 cases Wednesday, reports 3 more deaths from the disease  #COVID19canada
1461108437266354183	353365146	Wed Nov 17 23:06:12 +0000 2021	1	6	Calgary, Alberta	3409	@LeylaDAsadi @GosiaGasperoPhD @AHS_media AHS vaccine protocols confirm compliance with the National Standard.  Section 8 overall, 8.3 and the Appendixes describe record-keeping required, especially for broken cold-chain (aka thermal excursion) and expired.  These records *should* be available.    
1461108277924794374	1000965863774699520	Wed Nov 17 23:05:34 +0000 2021	0	0	Edmonton, Alberta	257	The unvaxxed, blaming them under vaccine deal with (and is not all is #yeg
1461108150749302786	1119377207783149569	Wed Nov 17 23:05:03 +0000 2021	0	0	LB, Ca	56	i call them Krispy Kreme vaccine doughnuts, you have a problem w/that?
1461107820913328128	1029087530996494337	Wed Nov 17 23:03:45 +0000 2021	8	8	Calgary, Alberta	4258	China low refinery #Diesel #Gasoline stocks = increased refinery runs + halt diesel exports. #Oil demand travel indicators down due to Covid.  Usual great insights from @BloombergNEF China Oil Markets Monthly. Thx stang237@bloomberg.net #OOTT 
1461107630642978819	7073662	Wed Nov 17 23:02:59 +0000 2021	0	1	Saskatchewan	300	@meghanamor @WillieCoxMusic @AHiddyCBC Which school division in #skpoli is requiring proof of vaccination to attend school?
1461107599286362114	1285039383217938432	Wed Nov 17 23:02:52 +0000 2021	3	6	Main Street	1166	The Hedge Funds master plan was to short the entire retail sector to the very bottom, to purchase all the shares for cheap. They would then make a tasty profit when COVID ended and things got back to normal. And they would've gotten away with it if it weren't for the Apes.
1461107465043513346	3643214114	Wed Nov 17 23:02:20 +0000 2021	0	1	Calgary, Alberta	80	fucking covid has made having a cold so gross like out here just trying to enjoy my life in a coffee shop and my chronic sinus infection ASS feels like I am committing a warcrime
1461107355668688901	20812193	Wed Nov 17 23:01:54 +0000 2021	1	0	Edmonton, Alberta, Canada	205056	COVID-19 in Alberta: 412 new cases, 3 deaths on Wednesday   #COVID19AB
1461107305592856579	1210654464425652229	Wed Nov 17 23:01:42 +0000 2021	0	6	Calgary, Alberta, Canada	1734	@ruralroots780 No this is the vaccine thats harming young people
1461107274416599048	791141651083321344	Wed Nov 17 23:01:34 +0000 2021	0	4	Edmonton	30	@KikkiPlanet @jkenney @AdrianaLaGrange This is more than just his current 'let Covid rip' policy, he is creating a divide that will last generations. Angering students at a young age makes the experience stick so that they all grow up to be UCP extremists.
1461107239444492300	1292215142	Wed Nov 17 23:01:26 +0000 2021	0	1	Edmonton, Alberta	9005	@Hilltop__Leader What’s with these vaxholes literally inviting COVID-19 into their lives.  Unbelievable
1461107012973047810	761625666425004032	Wed Nov 17 23:00:32 +0000 2021	0	0	Williston, ND	269	This week's COVID-19 Report Card is posted on our District Website.  
1461106978995032067	3696781338	Wed Nov 17 23:00:24 +0000 2021	0	1	Yorkton, Saskatchewan	70	@erinotoole So vaccinated people aren't getting and spreading covid? Maybe tell the truth and fight to remove all mandates.
1461106976784482306	860749715134046208	Wed Nov 17 23:00:23 +0000 2021	0	0	Calgary, Alberta	184	@andylibich @KellyHe34706968 @friesen_f @jkenney @AdrianaLaGrange There is not much that is different about this vaccine. The only difference is the subunit, versus using the entire virus. The use of nano technology, which has been used in products like lipaomal vitamin c for a while now.
1461106642691440641	3368108068	Wed Nov 17 22:59:04 +0000 2021	0	0	Blackfalds, Alberta	909	@unerdocumented @PaulHemans @DropperGrass17 Yeah, I don't trust these numbers. I know people who work in health care, and official Cause of Death on people who had things like...a brain hemorrhage caused by blunt force trauma listed as a Covid death.
1461106455617155072	860749715134046208	Wed Nov 17 22:58:19 +0000 2021	0	0	Calgary, Alberta	184	@andylibich @KellyHe34706968 @friesen_f @jkenney @AdrianaLaGrange The trial phase was sped up. All three trials for Pfizer, Moderna and AZ were done late in 2020, early in 2021.
1461106225282695172	374936879	Wed Nov 17 22:57:24 +0000 2021	0	4	Edmonton	3785	droplet mask + trapper hat = covid winter Shredder
1461106140213874701	274669759	Wed Nov 17 22:57:04 +0000 2021	0	0	Sundre, Alberta	279	Updates for areas including Sundre, Olds, Didsbury, Carstairs, Innisfail, Mountain View County, parts of Red Deer County 
1461105881194631172	718922508	Wed Nov 17 22:56:02 +0000 2021	1	3	Calgary, Alberta	4455	And here's the regional COVID-19 breakdown from Alberta Health: 516 in hospital with 100 in icu (yesterday: 518/101) 
1461105742979780608	31607155	Wed Nov 17 22:55:29 +0000 2021	0	0	Saskatchewan, Canada	52	@rubin_allergy @HamillHimself I'm in Canada and we don't have the vaccine for children here yet, but when it is, absolutely.
1461105533772046342	190630218	Wed Nov 17 22:54:39 +0000 2021	0	0	Edmonton, Alberta	19	@DebbieElman I’m guessing said person is too young to have lived in/experienced Nazi germany??? And people crying about freedom when if we all just got vaccinated we’d be free of lockdowns and potential 5th wave of COVID. Some people are just too dumb/selfish for their own good. #❤️Humanity
1461105381875367938	1199901428191354880	Wed Nov 17 22:54:03 +0000 2021	0	0	East Bay, CA	341	@GregAbbott_TX Are those the bodies of the people that your incompetence allowed to die from COVID?
1461105225033555974	860749715134046208	Wed Nov 17 22:53:26 +0000 2021	0	0	Calgary, Alberta	184	@Leeewith3E @Katrinx4 @friesen_f @jkenney @AdrianaLaGrange mRNA vaccines have a varying efficacy and efficiency. But these vaccines still protect from long term issues that have been stemming up in naturally immune people who caught the virus without vaccination.
1461105158469951493	275785434	Wed Nov 17 22:53:10 +0000 2021	0	4	Edmonton	1074	With everything that's going on - COVID &amp; resulting life upheaval, fires/heatwaves/floods, government trying to destroy our province... - I really need to find some happy somewhere. I've really been struggling with this, &amp; I don't see any improvement until at least kid vaccines.
1461105145438253064	718922508	Wed Nov 17 22:53:07 +0000 2021	6	6	Calgary, Alberta	4455	Alberta's COVID-19 numbers for today: 412 new cases 5,521 active 516 in hospital with 100 in icu 3 more deaths. Total now: 3,204  9,736 tests in last 24 hrs 4.31% positivity rate
1461105020326264834	18523062	Wed Nov 17 22:52:37 +0000 2021	0	0	Edmonton	368	Sorry to be so dark but we are going in to wave 5 of this. If people won’t listen to smart advice about vaccination then what else do we do.
1461104727484243970	860749715134046208	Wed Nov 17 22:51:27 +0000 2021	0	1	Calgary, Alberta	184	@Leeewith3E @Katrinx4 @friesen_f @jkenney @AdrianaLaGrange The only vaccine that is 100% is for polio. It took three doses of that vaccine to get 100% efficacy in a real world situation. Novavax is 90% efficient, even against variants. That means 90% of the population will not get Ill from current variants after two doses.
1461104696282726409	4780245109	Wed Nov 17 22:51:20 +0000 2021	3	1	Lethbridge, Alberta	6279	Active COVID cases fall below 500 in South Zone. #YQL #LNN #COVID19 #Alberta #Lethbridge   
1461104631585677313	222004519	Wed Nov 17 22:51:04 +0000 2021	0	0	Calgary, AB, Canada	661	@ABLandInstitute No. I think we will see people revert back to old habits the further we go away from COVID’s end.
1461104478854295568	131708727	Wed Nov 17 22:50:28 +0000 2021	1	5	Calgary, Alberta	48	@rexglacer No worries, they're pouring billions of dollars into vaccine passports cause you know...unvaccinated people are probably the ones to blame for this too.
1461104475729444866	353365146	Wed Nov 17 22:50:27 +0000 2021	0	6	Calgary, Alberta	3409	@LeylaDAsadi @GosiaGasperoPhD @AHS_media has strict inventory management for “provincially funded” vaccines.   There’s a daily accounting required from each vaccination site, entered online into AHS system, with paper records only allowed in remote area without internet.   
1461104222179672064	18523062	Wed Nov 17 22:49:27 +0000 2021	0	0	Edmonton	368	Seriously. Open things up and build a temporary rural treatment facility for unvaccinated Covid ICU.   We shouldn’t be letting those f*ers hold us back anymore.
1461104162243072013	4043106914	Wed Nov 17 22:49:12 +0000 2021	29	121	𝙲𝚊𝚕𝚐𝚊𝚛𝚢, 𝙰𝙱	31206	Here's your AB COVID # analysis for Wed Nov 17th. 1/
1461104149790134276	171603438	Wed Nov 17 22:49:09 +0000 2021	0	2	Lethbridge, AB	2433	Lethbridge COVID stats Nov. 16 (released today): 4 new cases out of 33 in the South Zone; no deaths in #YQL but one in the zone; 8 recoveries; active cases drop by 4 to 152.  In AB: three deaths; 412 new cases out of 9736 tests for a positivity rate of about 4.2%
1461104146849873927	1059232696130510848	Wed Nov 17 22:49:09 +0000 2021	0	0	Devon	1468	Gibraltar, the most vaccinated place on earth has canceled Xmas events &amp; advised the public to avoid gatherings due to a record rise in Covid-19 cases. 100% is fully jabbed &amp; 40% already receved their booster shots??? @grahambradymp @LindsayHoyle_MP   
1461103861364670467	3132459181	Wed Nov 17 22:48:01 +0000 2021	0	0	Edmonton, Alberta	538	Polling our audience: what do you think - will our interest to live near open spaces change as an effect of COVID?
1461103813599891456	18523062	Wed Nov 17 22:47:49 +0000 2021	0	0	Edmonton	368	I also learned that the new successful protocol for Covid ICU is to do a tracheotomy for ventilation and that the process is more successful with minimal sedation.   So if you want to avoid that you should get vaccinated!
1461103722050859014	375764669	Wed Nov 17 22:47:27 +0000 2021	0	2	Calgary, Alberta	1699	@SrFe3C Irrelevant, don't care whether they have had COVID or are unvaxxed, still my relatives so they are family. Will not treat them as lepers.
1461103627918000129	822548812904460291	Wed Nov 17 22:47:05 +0000 2021	2	3	Medicine Hat, Alberta	3243	Active COVID-19 cases up slightly in Medicine Hat #medhat #COVID19AB 
1461103430693490689	27471594	Wed Nov 17 22:46:18 +0000 2021	1	2	Edmonton, Alberta	2243	Here's a regional breakdown of active COVID-19 cases in Alberta.  Provincial total: 5,521 Calgary zone: 1,827 Edmonton zone: 1,221 North zone: 1,082 Central zone: 897 South zone: 489 Unknown: 5  #yeg #yyc #COVID19AB
1461103420174225410	1026882835	Wed Nov 17 22:46:16 +0000 2021	0	1	Calgary, Alberta	116	@covid_parent _ollocks...
1461103386498060293	18523062	Wed Nov 17 22:46:07 +0000 2021	0	0	Edmonton	368	Covid numbers are out and things are looking good. At least in the big cities.   Time to open things up.
1461103270475272198	860749715134046208	Wed Nov 17 22:45:40 +0000 2021	0	1	Calgary, Alberta	184	@Leeewith3E @Katrinx4 @friesen_f @jkenney @AdrianaLaGrange Uhhh. How old are you? I recall being vaccinated in high school, in the school. For polio and small pox the vaccine has been pretty much part of our lives since inception. These current subunit mRNA vaccines are the same. We want to minimize spread of this virus, slow variants.
1461103096600403968	903730903318315008	Wed Nov 17 22:44:58 +0000 2021	1	1	Lethbridge, Alberta	863	Markell says she was told she will be put on an unpaid leave of absence by the AHS because of her refusal to get the jab. She went on to say that she requested accommodation, but was declined. #yql #lethbridge 
1461102995798732804	353365146	Wed Nov 17 22:44:34 +0000 2021	1	7	Calgary, Alberta	3409	@GosiaGasperoPhD @LeylaDAsadi 😱😱  I’m surprised, but not surprised.  Alberta wasted 20% of its pilot 3900 doses, while other provinces were getting 30% extra from the 6 or 7 doses Pfizer was known to be filling into the 5-dose-labelled bottle.  
1461102470592188416	2910417330	Wed Nov 17 22:42:29 +0000 2021	0	28	Brandon Manitoba 	713	Ok so everywhere I went today I was asked for vaccine status and had to show my negative test at customs! #feelsafe #vegas
1461102336651276299	174473050	Wed Nov 17 22:41:57 +0000 2021	5	50	Edmonton, Alberta	20093	8515 vaccine doses administered in Alberta yesterday, incl 1649 first doses.   First doses for those aged 12+ now at 88%.   Second doses 12+ now at 82.4%  #yeg #yyc #ableg #covid19ab 
1461101852515315714	18982486	Wed Nov 17 22:40:02 +0000 2021	2	4	Calgary	84049	The Alberta government is boosting spending to help those experiencing homelessness, a population that has surged during the COVID-19 pandemic. 
1461101801860734978	322874107	Wed Nov 17 22:39:50 +0000 2021	0	0	Edmonton Alberta Canada	3761	@sushi_roll321 Had Pfizer and no side effects. You’ll be fine. 🥰🥰
1461101742934958089	2263235551	Wed Nov 17 22:39:36 +0000 2021	0	1	dauphin,manitoba	19230	Common Antidepressant Slashes Risk of COVID Death  via @sciam
1461101632117264387	1099774544	Wed Nov 17 22:39:09 +0000 2021	0	0	Edmonton, Alberta	4115	Alberta reports 412 new COVID-19 cases, three additional death 
1461101537959235585	3150873468	Wed Nov 17 22:38:47 +0000 2021	0	0	Calgary, Alberta	6500	Alberta reports 412 new COVID-19 cases, three additional deaths 
1461101241417748480	18566464	Wed Nov 17 22:37:36 +0000 2021	0	0	Calgary	1358	@SKRollins i doubt they like this masking bullshit too. 100% of them think bill gates invented covid
1461100895417024517	2800143476	Wed Nov 17 22:36:14 +0000 2021	0	6	Regina, Saskatchewan	57	@YasmineCBC @AHiddyCBC This is absolute bullshit. SaskParty is playing to the far right-Buffalo Party. They are an absolute embarrassment. SaskParty only won with 54% of the votes. They are driving up Covid numbers.. all for profits conservatives.
1461100673362116613	1340118906552217601	Wed Nov 17 22:35:21 +0000 2021	0	3	St. Albert, Alberta	4	Novavax Files for COVID-19 Vaccine Authorization with Health Canada and Completes Submission for Rolling Review to European Medicines Agency - Nov 1, 2021 
1461100405639811073	27471594	Wed Nov 17 22:34:17 +0000 2021	3	4	Edmonton, Alberta	2243	Alberta reports 412 new cases of COVID-19 (4.2% positivity). There are 5,521 (-44) active cases. Currently there are 516 (-2) people in hospital, 100 in ICU (-1). 3 new deaths (3,204 total). #yeg #Yyc #COVID19AB
1461100182578335752	3132459181	Wed Nov 17 22:33:24 +0000 2021	0	0	Edmonton, Alberta	538	Next steps: Now looking at consideration of green equity and COVID-19 (living near open space + health benefits).
1461099907805323265	251794365	Wed Nov 17 22:32:18 +0000 2021	0	0	Calgary	1098	Please find below a link for Cavalry Field House home of the 2022 NSA Indoor World Series.   Should you require any additional information please email promotions@nsacanada.ca  #NSACanada
1461099754792923137	174473050	Wed Nov 17 22:31:42 +0000 2021	15	31	Edmonton, Alberta	20093	NEW:   - 3 new COVID-related deaths reported in Alberta - 412 new cases on 9736 tests (4.2%+) - 516 in hospital (-2), incl 100 in ICU (-1) - 5521 active cases (-44)  #yeg #yyc #ableg #Covid19ab 
1461099325241634816	551519434	Wed Nov 17 22:29:59 +0000 2021	1	7	Sherwood Park	571	Tell me again about covid restrictions preventing the Elks from doing more for their appreciation day... oh wait we got 2 random giveaways announced on the scoreboard, and overstock mini footballs at the door 
1461098891739381762	3001851872	Wed Nov 17 22:28:16 +0000 2021	0	0	Calgary, Alberta	23	@Tshock44812896 @E119Blaine @OwenCary3 @CMOH_Alberta I think this proves the vaccine is effective. 33% of deaths come from the ~80% vaccinated population and 67% of deaths come from the ~20% unvaccinated population… unless I’m misinterpreting this stat.
1461098222181654541	18999830	Wed Nov 17 22:25:36 +0000 2021	0	0	Edmonton	157738	Ottawa nixing molecular COVID test requirement for Canadians taking short trips abroad: sources  
1461097940357980164	348866018	Wed Nov 17 22:24:29 +0000 2021	0	1	Saskatoon, SK	1239	@sbotas99 @JL_Braden That could be one way to encourage vaccination - post-game supper at BPs. Oops, someone has to wait in the car. Actually it's just a mess. I have a friend who is a parent volunteer coach for their small-town team. They carpool to games in other towns, they eat out...
